company,url,picture,address,Area,tags,numOfEmplyee,category,contactEmail,contactPhone,contactName,description,twitter,facebookPage,latitude,longitude,isHiring,on logo map?,tofes?,Company Type,Comments,"If your company is hiring, please add a link to the ""open position"" web page",~Year of establishment,~Are you familiar with the grants for Jerusalem based companies?,~Is your company looking to raise money?,~If yes- would you like to get more information about the grants?did,~If not - would you like to get more information about the grants?,~Is your company looking to raise money?,logo,Company,????,?? ????? ???????,"?????? ???""?",???? ??? ????,???,???? ????,???? ?????? ???,???? ?????,??????? ????? ?????,???? ???????,???? ??? ??? ???? ????? ????,???? ?????,???-????,"???""?",?.?,????? ?? ????? ??????? ???????? ????? ??????,??????,????? ??????,????? ????? ?? ?????? ??????,????? ??? ????,????? ?????,?????? ??????,?????? ????????,??????,????? ????,???? ????,?????? ?????,????? ???,??? ?????? ?????? ??????,????? ?????? ?? ?????? ???????,????? ????,???? ?????? ????,???? ????? ????????,????? ????? ????????,????,???????/???????,????? ?????,?????? ?????,????? Round A,???? Round A,????? Round B,???? Round B,????? Seed,???? Seed
Sintec Media,http://www.sintecmedia.com/,http://www.yedatech.co.il/rep/data/company/logo/medium/SintecMedia.jpg,8 Am Ve`Olamo St. Har nof,Other,Mid,100,Software,sales@sintecmedia.com,02-6515122,,"SintecMedia, the leading provider of media business management solutions, has over 300 client sites around the world.SintecMedia augmented its comprehensive solutions for broadcasters, Pay TV networks, multichannel operators and station groups world-wide.",,,31.789397,35.186287,TRUE,,,,,,,,,,,,"<img src=""http://www.yedatech.co.il/rep/data/company/logo/medium/SintecMedia.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.sintecmedia.com/"">Sintec Media</a>",????? ?? MAdeinJLM,Sintec Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sitehood,http://www.sitehood.co.il/,http://www.sitehood.co.il/static/images/design/LogoENG.png,"hataasya, 93825 Talpiot",South,Young,5,Internet,,02-633-6160,,,,SiteHood,31.748642,35.213303,,,,,,,,,,,,,"<img src=""http://www.sitehood.co.il/static/images/design/LogoENG.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.sitehood.co.il/"">Sitehood</a>",????? ?? MAdeinJLM,Sitehood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkySaver,www.skysaverusa.com,http://www.skysaverusa.com/wp-content/themes/skysaver/images/skysaver-logo.gif,"Hamarpe 1, Har Hotzvim",HH,,30,Hardware,idob@skysaverusa.com,800801801,Ido Barnoy,Develop and manufacture rescue devices from high rise buildings in the event of an emergency.,SkySaverUSA,https://www.facebook.com/SkySaverUSA?ref=hl,31.801699,35.2116545,Nope,,,Startup,,,,,,,,,"<img src=""http://www.skysaverusa.com/wp-content/themes/skysaver/images/skysaver-logo.gif"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""www.skysaverusa.com"">SkySaver</a>",????? ?? MAdeinJLM,SkySaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SlideIT,http://mobiletextinput.com,http://androidcandy.files.wordpress.com/2011/11/slideit-keyboard.png,"Yam Suf 6, Jerusalem",Other,Young,7,Mobile,"Nissim Benbenisty - nissim@mobiletextinput.com
Beny Zemmour - zemmour@mobiletextinput.com",,,"SlideIT is the world’s best text entry solution for touch-screen devices. It's a quick, efficient and enjoyable way to input text on your touchscreen mobile or tablet.",,,31.801105,35.223112,,,,,,,,,,,,,"<img src=""http://androidcandy.files.wordpress.com/2011/11/slideit-keyboard.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://mobiletextinput.com"">SlideIT</a>",????? ?? MAdeinJLM,SlideIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapget,http://www.ilventure.co/snapget1,http://www.snapgetapp.com/images/logo.jpg,Siftech,,Pre-Seed,,Mobile,,,,"Seen a garment you love? Now you can snap a pic with your smartphone and snapget will tell you exactly where to buy it, or similar items, in seconds!",,,31.79692,35.243233,,,,,,,,,,,,,"<img src=""http://www.snapgetapp.com/images/logo.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.ilventure.co/snapget1"">Snapget</a>",????? ?? MAdeinJLM,Snapget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snapkeys,http://www.snapkeys.com,http://www.snapkeys.com/images/logo-letsnap.png,,,Young,5,Mobile,,,,,,,31.764315,35.189871,,,,,,,,,,,,,"<img src=""http://www.snapkeys.com/images/logo-letsnap.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.snapkeys.com"">snapkeys</a>",????? ?? MAdeinJLM,snapkeys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoftPublisher,http://www.softpublisher.com/,http://www.softpublisher.com/img/logo.png,Bet Hakerem POB 3749,Other,Young,,Internet,,,,"Software Distribution Network for Browser Addons, Mobile & Desktop Applications",,,31.777541,35.189803,,,,,,,,,,,,,"<img src=""http://www.softpublisher.com/img/logo.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.softpublisher.com/"">SoftPublisher</a>",????? ?? MAdeinJLM,SoftPublisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQLink,http://eng.sqlink.com/,http://madeinjlm.org/map/1px.png,Har Hotzvim,HH,Service,,Software,,,,SQLink was established in 1994 as a software house and has since grown into a group of companies providing end to end IT services under a single roof. The Group employs approximately 700 computer specialists.,,,31.802785,35.209683,,,,,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://eng.sqlink.com/"">SQLink</a>",????? ?? MAdeinJLM,SQLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star3DMe,http://star3dme.com/,http://star3dme.com/,,,Pre-Seed,1,Internet,,,", Kenneth Dukofsky",,,,,,,,,,,,,,,,,,"<img src=""http://star3dme.com/"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://star3dme.com/"">Star3DMe</a>",????? ?? MAdeinJLM,Star3DMe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starling,http://playstarling.com,https://launchrock-assets.s3.amazonaws.com/logo-files/HXAOUKOY_1364922028346.png?_=1,Poalei Tzedek 2,Talpiot,,3,Mobile,dan@playstarling.com,+972 547459832,Dan Bystritsky,"Enjoy a better music experience! Starling is a social game for venues based on the music experience. You play and compete with other people, choosing the music at your favorite venue. When you leave the venue you get to maintain the music experience, being able to log on and listen to the music played there.
With Starling it always your song!!!",,https://www.facebook.com/playstarling,31.75299,35.214958,Nope,,,Startup,,,,,,,,,"<img src=""https://launchrock-assets.s3.amazonaws.com/logo-files/HXAOUKOY_1364922028346.png?_=1"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://playstarling.com"">Starling</a>",????? ?? MAdeinJLM,Starling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshield Ltd,www.sunshieldgroup.com,http://sunshield.co.il,111 haztav St. Moshav Ora,Metro,,1-700-500-549,Energy,contact@israsun.com,,Uriel Nathan,"Sunshield designs, markets and installs window film products:

Sunshield films maximise energy efficiency in buildiings by rejecting the sun's heat energy(IR)

SecurityShield Films protect glass from catastrophic events such as bomb blasts and collateral damage",,https://www.facebook.com/pages/sunshield-%D7%9E%D7%92%D7%9F-%D7%A9%D7%9E%D7%A9-%D7%91%D7%A2%D7%9E/119850598041329?ref=br_tf,31.751927,35.149148,Nope,,,Service Provider / Outsource,Thanks and Regards,,,,,,,,"<img src=""http://sunshield.co.il"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""www.sunshieldgroup.com"">Sunshield Ltd</a>",????? ?? MAdeinJLM,Sunshield Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teramout,www.teramount.com,http://static.squarespace.com/static/51bea74ce4b020693fe29822/t/52f7ca01e4b056ca2bfce2bb/1392193827168/?format=1500w,Givat Ram,Givat Ram,,,Optics,avi.israel@teramount.com,'+972 2-624-9712,Avi Israel,"Founded last July and based in Jerusalem, Teramount operates in a new and exiting branch of electronics - Photonic integrated circuits (PIC). This technology merges the two most successful industries of this generation, silicon based electronics and optical communication into ultra-wideband chips. Our company tackles perhaps the biggest obstacle of PIC based devices, the lack of a scalable, electronics like, model for packaging and assembly.",TeramountLTD,,31.767207,35.19762,"Yes, we are hiring!",,,Startup,,http://www.teramount.com/jobs/,2013,No,Yes,,,,"<img src=""http://static.squarespace.com/static/51bea74ce4b020693fe29822/t/52f7ca01e4b056ca2bfce2bb/1392193827168/?format=1500w"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""www.teramount.com"">Teramout</a>",????? ?? MAdeinJLM,Teramout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terra Venture Partners,http://www.terravp.com,http://www.terravp.com/upload/design/logo.jpg,41 Harlap Street,Other,,,Investor,,,,Terra Venture Partners is the leading Israeli multi-stage fund investing in and incubating novel clean technology companies.,,,31.768365,35.211096,,V,,,,,,,,,,,"<img src=""http://www.terravp.com/upload/design/logo.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.terravp.com"">Terra Venture Partners</a>",????? ?? MAdeinJLM,Terra Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Elegant Monkeys,https://www.facebook.com/ElegantMonkeys?ref=br_rs,https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-ash3/t1/1463997_377309819072058_2132379666_n.png,no address,,,,Mobile,maayanyaz@windowslive.com,,Maayan Yazdi,"We're a startup company, currently working hard on the app that's going to change the world & the way you play :)",,https://www.facebook.com/ElegantMonkeys?ref=br_rs,,,"Yes, we are hiring!",,,Startup,,Mobile Developers,,Yes,Yes,,,,"<img src=""https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-ash3/t1/1463997_377309819072058_2132379666_n.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""https://www.facebook.com/ElegantMonkeys?ref=br_rs"">The Elegant Monkeys</a>",????? ?? MAdeinJLM,The Elegant Monkeys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThetaRay,http://thetaray.com/,http://www.geektime.co.il/wp-content/uploads/2013/08/thetaray.png,Hevron Road 24,JVP,Young,5,Software,Mark Gazit,,Mark Gazit,ThetaRay’s Hyper-dimensional Big Data Analytics™ solution protect against unknown zero-day threats and APT attacks that target critical infrastructure.,ThetaRayTeam,,31.76704,35.225121,,,,,,,,,,,,,"<img src=""http://www.geektime.co.il/wp-content/uploads/2013/08/thetaray.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://thetaray.com/"">ThetaRay</a>",????? ?? MAdeinJLM,ThetaRay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipengo,https://www.tipengo.com/,https://www.tipengo.com/img/new/logo.png,"Samuel hanagid 25, city center",Center,,,Mobile,tipengo.alon@gmail.com,528655527,alon osman,Tipengo is an artificial intelligence social app based on intelligent crowd sourcing aimed to put people in the right places with the right crowd.,,https://www.facebook.com/Tipengo,31.778435,35.215151,Nope,,,Service Provider / Outsource,,,,,,,,,"<img src=""https://www.tipengo.com/img/new/logo.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""https://www.tipengo.com/"">Tipengo</a>",????? ?? MAdeinJLM,Tipengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tok Media,http://www.tok-media.com,http://tok-media.com.previewdns.com/wp-content/uploads/2012/02/logo.png,Hevron Road 24,JVP,Young,10,Internet,Ron Patreanu,,,,,,31.767026,35.225427,,,,,,,,,,,,,"<img src=""http://tok-media.com.previewdns.com/wp-content/uploads/2012/02/logo.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.tok-media.com"">Tok Media</a>",????? ?? MAdeinJLM,Tok Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umoove,http://umoove.me/,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0024/2345/242345v1-max-250x250.png,Har Hotzvim,HH,Mid,10,Mobile,Tuvia Elbaum,054-7000043,Tuvia Elbaum,Umoove operates your mobile through head movements alone,,,31.802775,35.209683,Nope,,,,,,,,,,,,"<img src=""http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0024/2345/242345v1-max-250x250.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://umoove.me/"">Umoove</a>",????? ?? MAdeinJLM,Umoove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utopia,,http://madeinjlm.org/map/1px.png,Siftech,,Young,2,Internet,,,,Siftech,,,31.79792,35.243233,,,,,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">Utopia</a>",????? ?? MAdeinJLM,Utopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veestars,http://veestars.com,http://madeinjlm.org/map/1px.png,Migdal Halevanon 19 Modi'in,Modi'in,,,Mobile,tovi@veestars.com,546647707,Dimant-Zamir Tovi,"VeeStars is an app that offers customized support, guidance, encouragement, reinforcement,

and personal target management, without the need to depend on the schedule of a friend or a psychologist.",,,,,"Yes, we are hiring!",,,Startup,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://veestars.com"">veestars</a>",????? ?? MAdeinJLM,veestars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verisense,http://verisense.co.il,http://verisense.co.il/images/logo.jpg,"19 Hartom, Har Hotzvim",HH,,61,Semiconductor,lozowick@verisense.co.il,02-5716137,Pini Lozowick,"Verisense, is the leading ASIC And FPGA design services company based in Israel. Services range from full turn-key solutions, to any aspect of the design including architecture, design, verification, backend services, post silicon system validation, accelerators, and board design.",,,31.803841,35.208135,"Yes, we are hiring!",,,Service Provider / Outsource,,,,,,,,,"<img src=""http://verisense.co.il/images/logo.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://verisense.co.il"">Verisense</a>",????? ?? MAdeinJLM,Verisense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI,http://vi-app.com,http://madeinjlm.org/map/1px.png,,,,,Mobile,,,,VI is a social platform that brings personality into our online experience.,,,,,,,,,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://vi-app.com"">VI</a>",????? ?? MAdeinJLM,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?Videeback,http://www.videeback.com,http://www.siftech.org.il/wp-content/uploads/2013/12/videeback-temp-logo-1.jpg,Hamagid 7,,,,Internet,muninum@gmail.com,,Roy Munin,"Videeback lets you create virtual training rooms for your students and friends to master new skills together, from the comfort of your home.",,https://www.facebook.com/Videeback,31.765902,35.220129,Nope,,,Startup,2012,Yes,No,,,,,,"<img src=""http://www.siftech.org.il/wp-content/uploads/2013/12/videeback-temp-logo-1.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.videeback.com"">?Videeback</a>",????? ?? MAdeinJLM,?Videeback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viewbix,http://www.viewbix.com,http://www.viewbix.com/img/logo.png,"Yigal Alon, Bet Shemesh",Bet Shemesh,,12,Internet,ben@viewbix.com,052 830 9617,Ben,"Viewbix allows you to take your existing video and add apps and calls to action to your video. Viewbix allows you to brand your video by adding a custom skin and logo to your video. On the backend, Viewbix provides you with the analytical data you need to A/B test different videos to ensure the best experience for your viewers.",Viewbix,https://www.facebook.com/Viewbix,31.756605,34.988167,"Yes, we are hiring!",,,Startup,If you have any questions feel free to contact me.,www.viewbix.com,,,,,,,"<img src=""http://www.viewbix.com/img/logo.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.viewbix.com"">Viewbix</a>",????? ?? MAdeinJLM,Viewbix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viryanet,http://www.viryanet.com/,http://madeinjlm.org/map/1px.png,Har Hotzvim,HH,Big,50,Software,,,,,,,31.802765,35.209683,,,,,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.viryanet.com/"">Viryanet</a>",????? ?? MAdeinJLM,Viryanet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLX (Van Leer-Xenia Ventures),http://vlx.co.il,http://www.vlvj.co.il/images/VL-TR-PNG.png,Givat Ram,Givat Ram,,,Investor,,,Ori  Choshen,"VLX formed recently, when Xenia VC & Van Leer Ventures merged their early-stage investment activities. They’re based in Givat Ram, and operate a technological OCS incubator specializing in the fields of Information Technology, Medical Devices and Industrial Applications.",,,31.779123,35.196724,,,,,,,,,,,,,"<img src=""http://www.vlvj.co.il/images/VL-TR-PNG.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://vlx.co.il"">VLX (Van Leer-Xenia Ventures)</a>",????? ?? MAdeinJLM,VLX (Van Leer-Xenia Ventures),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMWare,http://www.vmware.com/il,http://madeinjlm.org/map/1px.png,Hartum 8,HH,,50,Software,,,,"VMware, Inc. is a software company that provides cloud and virtualization software and services. Acquired Jerusalem-based SaaS company DigitalFuel in 2011",,,31.802838,35.213303,,,,,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.vmware.com/il"">VMWare</a>",????? ?? MAdeinJLM,VMWare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wadi Ventures,http://wadiventures.com/,http://wadiventures.com/wp-content/uploads/2012/07/Wadi-Ventures-resized2.png,"Mevaseret, TLV",Other,,,Investor,,,Reuven Ulmansky,"Wadi Ventures, founded in August 2012 by Jonathan Pacifici and Reuven Ulmansky  (read about the team here), is the new and improved accelerator model for early stage disruptive internet and new media startups in Israel. Wadi Ventures is on the lookout for Israel’s top talent and plans to accept around 60 new startups by the end of 2014.
Israel’s startup community is bursting at the seams with unique ideas but we’ve seen awesome ideas fall flat when the business side of the company did not receive proper attention. That’s where Wadi Venture comes in.

We are a new European-backed micro seed venture capital fund. Our program provides its companies with an early stage acceleration and investment program with a focus on three fronts so that they are brought to launch as well-structured companies with great business connections.",,,31.80519,35.149205,,,,,,,,,,,,,"<img src=""http://wadiventures.com/wp-content/uploads/2012/07/Wadi-Ventures-resized2.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://wadiventures.com/"">Wadi Ventures</a>",????? ?? MAdeinJLM,Wadi Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayzee,http://wayzee.co.il,http://img.uxi.org.il.s3.amazonaws.com/2012/04/wayzee181555131.jpg,25 Nachal shimshon st. Ramat Bet Shemesh,Bet Shemesh,,2,Service Provider / Outsource,info@wayzee.co.il,054-8422325,Elchanan Cohen,"Everything for you online presence! We are a design development &consulting firm specialized in UX, design, identity, development & programming.

We have experience with startup and commercial companies.

turn your idea into business.",,,31.712151,34.999911,Nope,,,Service Provider / Outsource,,,2007,No,Yes,,,,"<img src=""http://img.uxi.org.il.s3.amazonaws.com/2012/04/wayzee181555131.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://wayzee.co.il"">Wayzee</a>",????? ?? MAdeinJLM,Wayzee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webbing,https://alpha.webbing.me/,http://www.jerusalemstartuphub.com/wp-content/uploads/2013/07/Webbing-260x218.png,Jerusalem Startup Hub Shlomtzion,Center,Pre-Seed,2,Internet,,,Roman (Rafael) Gold,"Interest-based network powered by game-changing technology. Webbing revolutionizes social connectivity and content discovery, making sure you find the right people and the right information.",,https://www.facebook.com/webbing.me,31.778813,35.22249,,,,,,,,,,,,,"<img src=""http://www.jerusalemstartuphub.com/wp-content/uploads/2013/07/Webbing-260x218.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""https://alpha.webbing.me/"">Webbing</a>",????? ?? MAdeinJLM,Webbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winsite,http://win-site.co.il/,http://madeinjlm.org/map/1px.png,"Canfey Nesharim 68, Jerusalem",Givat Saul,,5,Service Provider / Outsource,netta@itrigger.co.il,054-6548055,Netta Shafir,Website development company,,,31.787609,35.181892,"Yes, we are hiring!",,,Service Provider / Outsource,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://win-site.co.il/"">Winsite</a>",????? ?? MAdeinJLM,Winsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wishi,http://wishi.me,http://dkrf2s8o4m66u.cloudfront.net/media/frontend/images/terms.png,"JVP Media Quarter, Hevron Road 24",Talpiot,Young,7,Internet,Lia Kislev,,,Wishi  is a new age social fashion styling experience.,,,31.767147,35.225628,,,,,,,,,,,,,"<img src=""http://dkrf2s8o4m66u.cloudfront.net/media/frontend/images/terms.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://wishi.me"">Wishi</a>",????? ?? MAdeinJLM,Wishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woxxer,www.woxxer.com,http://marketing.woxxer.com/logo.png,16  Shai Agnon,Katamon,young,6,Internet,Yoni@woxxer.com,054-723-4614,Yoni Cantor Wiseman,"Woxxer is a feedback capture tool for internet content engagement. Woxxer offers businesses the ability to search and filter customer preferences and turns their business-consumer relationships, social media campaigns and market research from an art into a science",woxxerinc,www.facebook.com/woxxer,31.762085,35.203766,,"Woxxer offers users a way to express themselves meaningfully, with the ease of a like button but the depth of a conversation.",,Startup,,No,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zapo,http://www.zapo.co.il,http://zapo.co.il/wp-content/themes/zapo/img/logo.png,3 Chaim Reuven Kubersky,,,2,Internet,info@zapo.co.il,972779555694,amiel riss,zapo develops a way to design and order online Personalized Gifts and custom promotional products.,,https://www.facebook.com/zapo.co.il,31.75408,35.243858,Nope,,,Startup,,,2013,No,Yes,,,Yes,"<img src=""http://zapo.co.il/wp-content/themes/zapo/img/logo.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.zapo.co.il"">zapo</a>",????? ?? MAdeinJLM,zapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zifim,http://www.behance.net/zifim,http://behance.vo.llnwd.net/profiles19/1357647/cd84f07dd804268aacb50a5140bb8c6c.png,"tzeret 7 jerusalem, Israel",Talpiot,,,Service Provider / Outsource,harel850@gmail.com,525734948,Harel Menachem,"Zifim is a Visual Communication and Illustration studio.
The studio was founded by Amasa Menachem, graduates of the Visual Communications Department in Bezalel Academy, Jerusalem, and Harel Menachem, graduates of the Visual Communications Department in Shenkar Academy, Ramat Gan.
Amasa specialising in web design and Illustration and for culture.
Harel specializing in typography design and high quality branding.",,https://www.facebook.com/zifimDesign,31.752611,35.212115,Nope,,,Service Provider / Outsource,,,,No,No,,,No,"<img src=""http://behance.vo.llnwd.net/profiles19/1357647/cd84f07dd804268aacb50a5140bb8c6c.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.behance.net/zifim"">Zifim</a>",????? ?? MAdeinJLM,Zifim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
????? ????,,,,??? ????? ?????,,,,,0546644754,???? ???,????? ????????? ???? ???.,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????? ????</a>","????? ?? ???""?",Avraham Pharma,??,??????? ???? - ???,,???-??,,??,??,??,??,???? ????????,??,???? ???,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
????? ??????,http://www.evronsystems.co.il,,"???-??????, ?.?. 39235",??? ???-??,,2,,,1-700-50-30-30,??? ????,????? ??????? ????? ??????? ???? ??????,,,31.782,35.2155,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.evronsystems.co.il"">????? ??????</a>","????? ?? ???""?",Evron,??,???,02-5610195,???-??,??,??,??,??,??,???,??,??? ????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,2,2,16,,,,,,
??? ??????? ?????,http://www.agatsolutions.com/,,"????? 19, ????? ???? ???? 8",?? ??????,,6,software,,052-5209860,???? ??????,????? ????? ?????? ????? ????? ?????? ????? ?????? ?????,,,31.782,35.2155,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.agatsolutions.com/"">??? ??????? ?????</a>","????? ?? ???""?",agat,??,?????,,???-??,??,??,??,??,??,???? ????????,??,??? ????,513026542,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Itzik Ozer,??,??,??,,5,1,,,,,,,
????? ?????,,,Bancroft Way,??? ????? ?????,,,,,0544422111,???? ?????,?????,,,,,,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????? ?????</a>","????? ?? ???""?",Aduro biotech,??,?????,,???-??,,??,??,??,??,???,??,'Stephen Isaacs',,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
