company,url,picture,address,Area,tags,numOfEmplyee,category,contactEmail,contactPhone,contactName,description,twitter,facebookPage,latitude,longitude,isHiring,on logo map?,tofes?,Company Type,Comments,"If your company is hiring, please add a link to the ""open position"" web page",~Year of establishment,~Are you familiar with the grants for Jerusalem based companies?,~Is your company looking to raise money?,~If yes- would you like to get more information about the grants?did,~If not - would you like to get more information about the grants?,~Is your company looking to raise money?,logo,Company,????,?? ????? ???????,"?????? ???""?",???? ??? ????,???,???? ????,???? ?????? ???,???? ?????,??????? ????? ?????,???? ???????,???? ??? ??? ???? ????? ????,???? ?????,???-????,"???""?",?.?,????? ?? ????? ??????? ???????? ????? ??????,??????,????? ??????,????? ????? ?? ?????? ??????,????? ??? ????,????? ?????,?????? ??????,?????? ????????,??????,????? ????,???? ????,?????? ?????,????? ???,??? ?????? ?????? ??????,????? ?????? ?? ?????? ???????,????? ????,???? ?????? ????,???? ????? ????????,????? ????? ????????,????,???????/???????,????? ?????,?????? ?????,????? Round A,???? Round A,????? Round B,???? Round B,????? Seed,???? Seed
Sintec Media,http://www.sintecmedia.com/,http://www.yedatech.co.il/rep/data/company/logo/medium/SintecMedia.jpg,8 Am Ve`Olamo St. Har nof,Other,Mid,100,Software,sales@sintecmedia.com,02-6515122,,"SintecMedia, the leading provider of media business management solutions, has over 300 client sites around the world.SintecMedia augmented its comprehensive solutions for broadcasters, Pay TV networks, multichannel operators and station groups world-wide.",,,31.789397,35.186287,TRUE,,,,,,,,,,,,"<img src=""http://www.yedatech.co.il/rep/data/company/logo/medium/SintecMedia.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.sintecmedia.com/"">Sintec Media</a>",????? ?? MAdeinJLM,Sintec Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sitehood,http://www.sitehood.co.il/,http://www.sitehood.co.il/static/images/design/LogoENG.png,"hataasya, 93825 Talpiot",South,Young,5,Internet,,02-633-6160,,,,SiteHood,31.748642,35.213303,,,,,,,,,,,,,"<img src=""http://www.sitehood.co.il/static/images/design/LogoENG.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.sitehood.co.il/"">Sitehood</a>",????? ?? MAdeinJLM,Sitehood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkySaver,www.skysaverusa.com,http://www.skysaverusa.com/wp-content/themes/skysaver/images/skysaver-logo.gif,"Hamarpe 1, Har Hotzvim",HH,,30,Hardware,idob@skysaverusa.com,800801801,Ido Barnoy,Develop and manufacture rescue devices from high rise buildings in the event of an emergency.,SkySaverUSA,https://www.facebook.com/SkySaverUSA?ref=hl,31.801699,35.2116545,Nope,,,Startup,,,,,,,,,"<img src=""http://www.skysaverusa.com/wp-content/themes/skysaver/images/skysaver-logo.gif"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""www.skysaverusa.com"">SkySaver</a>",????? ?? MAdeinJLM,SkySaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SlideIT,http://mobiletextinput.com,http://androidcandy.files.wordpress.com/2011/11/slideit-keyboard.png,"Yam Suf 6, Jerusalem",Other,Young,7,Mobile,"
Nissim Benbenisty - nissim@mobiletextinput.com
Beny Zemmour - zemmour@mobiletextinput.com",,,"SlideIT is the world’s best text entry solution for touch-screen devices. It's a quick, efficient and enjoyable way to input text on your touchscreen mobile or tablet.",,,31.801105,35.223112,,,,,,,,,,,,,"<img src=""http://androidcandy.files.wordpress.com/2011/11/slideit-keyboard.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://mobiletextinput.com"">SlideIT</a>",????? ?? MAdeinJLM,SlideIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapget,http://www.ilventure.co/snapget1,http://www.snapgetapp.com/images/logo.jpg,Siftech,,Pre-Seed,,Mobile,,,,"Seen a garment you love? Now you can snap a pic with your smartphone and snapget will tell you exactly where to buy it, or similar items, in seconds!",,,31.79692,35.243233,,,,,,,,,,,,,"<img src=""http://www.snapgetapp.com/images/logo.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.ilventure.co/snapget1"">Snapget</a>",????? ?? MAdeinJLM,Snapget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snapkeys,http://www.snapkeys.com,http://www.snapkeys.com/images/logo-letsnap.png,,,Young,5,Mobile,,,,,,,31.764315,35.189871,,,,,,,,,,,,,"<img src=""http://www.snapkeys.com/images/logo-letsnap.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.snapkeys.com"">snapkeys</a>",????? ?? MAdeinJLM,snapkeys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoftPublisher,http://www.softpublisher.com/,http://www.softpublisher.com/img/logo.png,Bet Hakerem POB 3749,Other,Young,,Internet,,,,"Software Distribution Network for Browser Addons, Mobile & Desktop Applications",,,31.777541,35.189803,,,,,,,,,,,,,"<img src=""http://www.softpublisher.com/img/logo.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.softpublisher.com/"">SoftPublisher</a>",????? ?? MAdeinJLM,SoftPublisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQLink,http://eng.sqlink.com/,http://madeinjlm.org/map/1px.png,Har Hotzvim,HH,Service,,Software,,,,SQLink was established in 1994 as a software house and has since grown into a group of companies providing end to end IT services under a single roof. The Group employs approximately 700 computer specialists.,,,31.802785,35.209683,,,,,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://eng.sqlink.com/"">SQLink</a>",????? ?? MAdeinJLM,SQLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star3DMe,http://star3dme.com/,http://star3dme.com/,,,Pre-Seed,1,Internet,,,", Kenneth Dukofsky",,,,,,,,,,,,,,,,,,"<img src=""http://star3dme.com/"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://star3dme.com/"">Star3DMe</a>",????? ?? MAdeinJLM,Star3DMe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starling,http://playstarling.com,https://launchrock-assets.s3.amazonaws.com/logo-files/HXAOUKOY_1364922028346.png?_=1,Poalei Tzedek 2,Talpiot,,3,Mobile,dan@playstarling.com,+972 547459832,Dan Bystritsky,"Enjoy a better music experience! Starling is a social game for venues based on the music experience. You play and compete with other people, choosing the music at your favorite venue. When you leave the venue you get to maintain the music experience, being able to log on and listen to the music played there.
With Starling it always your song!!!",,https://www.facebook.com/playstarling,31.75299,35.214958,Nope,,,Startup,,,,,,,,,"<img src=""https://launchrock-assets.s3.amazonaws.com/logo-files/HXAOUKOY_1364922028346.png?_=1"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://playstarling.com"">Starling</a>",????? ?? MAdeinJLM,Starling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshield Ltd,www.sunshieldgroup.com,http://sunshield.co.il,111 haztav St. Moshav Ora,Metro,,1-700-500-549,Energy,contact@israsun.com,,Uriel Nathan,"Sunshield designs, markets and installs window film products:

Sunshield films maximise energy efficiency in buildiings by rejecting the sun's heat energy(IR)

SecurityShield Films protect glass from catastrophic events such as bomb blasts and collateral damage",,https://www.facebook.com/pages/sunshield-%D7%9E%D7%92%D7%9F-%D7%A9%D7%9E%D7%A9-%D7%91%D7%A2%D7%9E/119850598041329?ref=br_tf,31.751927,35.149148,Nope,,,Service Provider / Outsource,Thanks and Regards,,,,,,,,"<img src=""http://sunshield.co.il"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""www.sunshieldgroup.com"">Sunshield Ltd</a>",????? ?? MAdeinJLM,Sunshield Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teramout,www.teramount.com,http://static.squarespace.com/static/51bea74ce4b020693fe29822/t/52f7ca01e4b056ca2bfce2bb/1392193827168/?format=1500w,Givat Ram,Givat Ram,,,Optics,avi.israel@teramount.com,+972 2-624-9712,Avi Israel,"Founded last July and based in Jerusalem, Teramount operates in a new and exiting branch of electronics - Photonic integrated circuits (PIC). This technology merges the two most successful industries of this generation, silicon based electronics and optical communication into ultra-wideband chips. Our company tackles perhaps the biggest obstacle of PIC based devices, the lack of a scalable, electronics like, model for packaging and assembly.",TeramountLTD,,31.767207,35.19762,"Yes, we are hiring!",,,Startup,,http://www.teramount.com/jobs/,2013,No,Yes,,,,"<img src=""http://static.squarespace.com/static/51bea74ce4b020693fe29822/t/52f7ca01e4b056ca2bfce2bb/1392193827168/?format=1500w"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""www.teramount.com"">Teramout</a>",????? ?? MAdeinJLM,Teramout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terra Venture Partners,http://www.terravp.com,http://www.terravp.com/upload/design/logo.jpg,41 Harlap Street,Other,,,Investor,,,,Terra Venture Partners is the leading Israeli multi-stage fund investing in and incubating novel clean technology companies.,,,31.768365,35.211096,,V,,,,,,,,,,,"<img src=""http://www.terravp.com/upload/design/logo.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.terravp.com"">Terra Venture Partners</a>",????? ?? MAdeinJLM,Terra Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Elegant Monkeys,https://www.facebook.com/ElegantMonkeys?ref=br_rs,https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-ash3/t1/1463997_377309819072058_2132379666_n.png,no address,,,,Mobile,maayanyaz@windowslive.com,,Maayan Yazdi,"We're a startup company, currently working hard on the app that's going to change the world & the way you play :)",,https://www.facebook.com/ElegantMonkeys?ref=br_rs,,,"Yes, we are hiring!",,,Startup,,Mobile Developers,,Yes,Yes,,,,"<img src=""https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-ash3/t1/1463997_377309819072058_2132379666_n.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""https://www.facebook.com/ElegantMonkeys?ref=br_rs"">The Elegant Monkeys</a>",????? ?? MAdeinJLM,The Elegant Monkeys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThetaRay,http://thetaray.com/,http://www.geektime.co.il/wp-content/uploads/2013/08/thetaray.png,Hevron Road 24,JVP,Young,5,Software,Mark Gazit,,Mark Gazit,ThetaRay’s Hyper-dimensional Big Data Analytics™ solution protect against unknown zero-day threats and APT attacks that target critical infrastructure.,ThetaRayTeam,,31.76704,35.225121,,,,,,,,,,,,,"<img src=""http://www.geektime.co.il/wp-content/uploads/2013/08/thetaray.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://thetaray.com/"">ThetaRay</a>",????? ?? MAdeinJLM,ThetaRay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipengo,https://www.tipengo.com/,https://www.tipengo.com/img/new/logo.png,"Samuel hanagid 25, city center",Center,,,Mobile,tipengo.alon@gmail.com,528655527,alon osman,Tipengo is an artificial intelligence social app based on intelligent crowd sourcing aimed to put people in the right places with the right crowd.,,https://www.facebook.com/Tipengo,31.778435,35.215151,Nope,,,Service Provider / Outsource,,,,,,,,,"<img src=""https://www.tipengo.com/img/new/logo.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""https://www.tipengo.com/"">Tipengo</a>",????? ?? MAdeinJLM,Tipengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tok Media,http://www.tok-media.com,http://tok-media.com.previewdns.com/wp-content/uploads/2012/02/logo.png,Hevron Road 24,JVP,Young,10,Internet,Ron Patreanu,,,,,,31.767026,35.225427,,,,,,,,,,,,,"<img src=""http://tok-media.com.previewdns.com/wp-content/uploads/2012/02/logo.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.tok-media.com"">Tok Media</a>",????? ?? MAdeinJLM,Tok Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umoove,http://umoove.me/,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0024/2345/242345v1-max-250x250.png,Har Hotzvim,HH,Mid,10,Mobile,Tuvia Elbaum,054-7000043,Tuvia Elbaum,Umoove operates your mobile through head movements alone,,,31.802775,35.209683,Nope,,,,,,,,,,,,"<img src=""http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0024/2345/242345v1-max-250x250.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://umoove.me/"">Umoove</a>",????? ?? MAdeinJLM,Umoove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utopia,,http://madeinjlm.org/map/1px.png,Siftech,,Young,2,Internet,,,,Siftech,,,31.79792,35.243233,,,,,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">Utopia</a>",????? ?? MAdeinJLM,Utopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veestars,http://veestars.com,http://madeinjlm.org/map/1px.png,Migdal Halevanon 19 Modi'in,Modi'in,,,Mobile,tovi@veestars.com,546647707,Dimant-Zamir Tovi,"VeeStars is an app that offers customized support, guidance, encouragement, reinforcement,

and personal target management, without the need to depend on the schedule of a friend or a psychologist.",,,,,"Yes, we are hiring!",,,Startup,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://veestars.com"">veestars</a>",????? ?? MAdeinJLM,veestars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verisense,http://verisense.co.il,http://verisense.co.il/images/logo.jpg,"19 Hartom, Har Hotzvim",HH,,61,Semiconductor,lozowick@verisense.co.il,02-5716137,Pini Lozowick,"Verisense, is the leading ASIC And FPGA design services company based in Israel. Services range from full turn-key solutions, to any aspect of the design including architecture, design, verification, backend services, post silicon system validation, accelerators, and board design.",,,31.803841,35.208135,"Yes, we are hiring!",,,Service Provider / Outsource,,,,,,,,,"<img src=""http://verisense.co.il/images/logo.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://verisense.co.il"">Verisense</a>",????? ?? MAdeinJLM,Verisense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI,http://vi-app.com,http://madeinjlm.org/map/1px.png,,,,,Mobile,,,,VI is a social platform that brings personality into our online experience.,,,,,,,,,,,,,,,,,"<img src=""http://madeinjlm.org/map/1px.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://vi-app.com"">VI</a>",????? ?? MAdeinJLM,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?Videeback,http://www.videeback.com,http://www.siftech.org.il/wp-content/uploads/2013/12/videeback-temp-logo-1.jpg,Hamagid 7,,,,Internet,muninum@gmail.com,,Roy Munin,"Videeback lets you create virtual training rooms for your students and friends to master new skills together, from the comfort of your home.",,https://www.facebook.com/Videeback,31.765902,35.220129,Nope,,,Startup,2012,Yes,No,,,,,,"<img src=""http://www.siftech.org.il/wp-content/uploads/2013/12/videeback-temp-logo-1.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.videeback.com"">?Videeback</a>",????? ?? MAdeinJLM,?Videeback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
